iter,roll_success,roll_return,critic_loss,policy_loss,mean_weight,eval_success
43,0.0625,246.7539973174269,76.22290880203246,0.18597998216748238,2.555210518836975,
44,0.125,206.71811060388455,63.655610961914064,0.1896520670503378,2.6841062617301943,
45,0.03125,227.18401304172258,62.067749156951905,0.23642268612980843,2.9754510879516602,
46,0.03125,177.66317221309063,44.535540428161625,0.1740000182390213,2.5463916981220245,
47,0.03125,261.99226033811453,67.92993617534637,0.1818361619859934,3.29803254365921,
48,0.03125,181.85701525304998,44.242274131774906,0.22246955044567585,2.81089430809021,
49,0.03125,247.110946134944,51.54702381134033,0.1547380694001913,3.0503611826896666,
50,0.03125,201.6966294664709,59.71042860507965,0.2554187712073326,2.8298210453987123,0.100000
51,0.03125,196.84707603410246,54.694691433906556,0.2434581223130226,2.620744380950928,
52,0.0625,185.90548567077613,46.90927208423614,0.25791155725717546,2.742266399860382,
53,0.03125,135.7994542531778,32.001377301216124,0.20555319309234618,2.5411562633514406,
54,0.0,160.05940606927797,42.69120731830597,0.20609510079026222,3.072422139644623,
55,0.03125,187.08635343906647,44.66932417869568,0.20323185227811336,3.6158967328071596,
56,0.0625,167.77163733558058,35.9049015045166,0.1951153038442135,4.47536292552948,
57,0.03125,136.8942582767973,27.2366432762146,0.20539634115993977,2.9561920619010924,
58,0.03125,157.93110655956573,27.973797855377196,0.21608693540096283,3.0573747515678407,
59,0.0,172.48627249259127,33.17054080009461,0.26699965506792067,3.0761199307441713,
60,0.03125,137.09284892085637,33.090553624629976,0.2278488726913929,2.770367081165314,0.000000
61,0.0,141.45762342464275,26.96072438955307,0.30101350739598276,3.209726870059967,
62,0.0,153.53245161127572,25.893213152885437,0.17983344711363317,3.5411844420433045,
63,0.0,215.01491875078273,59.09217423439026,0.16773654095828533,3.265311539173126,
64,0.0,180.0783796247897,44.60181670665741,0.29680532693862915,3.1071695828437806,
65,0.03125,180.26260625241767,35.067386865615845,0.18273326024413108,3.800992932319641,
66,0.0,170.2423027554867,35.572847318649295,0.2629639238119125,3.6393988609313963,
67,0.0,166.59717385398022,33.70945822238922,0.2390993431210518,3.3974978709220887,
68,0.0,185.8668673112296,32.4794834280014,0.2024320875108242,3.3984710931777955,
69,0.0,146.57824348945124,30.839369010925292,0.23172616988420486,2.891320276260376,
70,0.03125,168.5023270569968,39.08525981426239,0.23315769173204898,3.1825452733039854,0.050000
71,0.0,155.17652389837315,34.76019695758819,0.2663864389061928,2.8321995377540587,
72,0.0,152.63970344280088,31.876504039764406,0.19884391069412233,3.4020805764198303,
73,0.0,134.65496648384396,27.121360855102537,0.34101142674684526,3.716707077026367,
74,0.0,128.60398595423814,24.605244686603545,0.27687847867608073,2.938621156215668,
75,0.0,150.89164058241207,29.032425694465637,0.2817309641838074,3.57015442609787,
76,0.0,137.85592205971005,25.965542054176332,0.27170752808451654,3.1502507305145264,
